id,code_insee,mjo,annee_semaine
VEL024,59009.0,21.0,2016_49
VEL027,59636.0,33.0,2016_49
VEL028,59350.0,447.0,2016_49
VEL039,59410.0,228.0,2016_49
VEL001,59017.0,59.0,2016_50
VEL002,59090.0,47.0,2016_50
VEL003,59128.0,34.0,2016_50
VEL004,59152.0,163.0,2016_50
VEL005,59163.0,219.0,2016_50
VEL006,59256.0,51.0,2016_50
VEL007,59286.0,153.0,2016_50
VEL008,59303.0,34.0,2016_50
VEL012,59350.0,1016.0,2016_50
VEL014,59350.0,810.0,2016_50
VEL015,59350.0,240.0,2016_50
VEL016,59355.0,201.0,2016_50
VEL017,59508.0,51.0,2016_50
VEL018,59512.0,75.0,2016_50
VEL019,59512.0,69.0,2016_50
VEL021,59560.0,88.0,2016_50
VEL022,59599.0,48.0,2016_50
VEL023,59599.0,96.0,2016_50
VEL024,59009.0,24.0,2016_50
VEL027,59636.0,31.0,2016_50
VEL028,59350.0,459.0,2016_50
VEL039,59410.0,228.0,2016_50
VEL001,59017.0,62.0,2017_1
VEL002,59090.0,40.0,2017_1
VEL003,59128.0,31.0,2017_1
VEL004,59152.0,100.0,2017_1
VEL005,59163.0,146.0,2017_1
VEL006,59256.0,28.0,2017_1
VEL007,59286.0,99.0,2017_1
VEL008,59303.0,31.0,2017_1
VEL012,59350.0,900.0,2017_1
VEL014,59350.0,526.0,2017_1
VEL015,59350.0,161.0,2017_1
VEL016,59355.0,171.0,2017_1
VEL017,59508.0,37.0,2017_1
VEL018,59512.0,49.0,2017_1
VEL019,59512.0,39.0,2017_1
VEL021,59560.0,75.0,2017_1
VEL022,59599.0,33.0,2017_1
VEL023,59599.0,76.0,2017_1
VEL024,59009.0,11.0,2017_1
VEL027,59636.0,20.0,2017_1
VEL028,59350.0,258.0,2017_1
VEL039,59410.0,163.0,2017_1
VEL001,59017.0,62.0,2017_2
VEL002,59090.0,39.0,2017_2
VEL003,59128.0,27.0,2017_2
VEL004,59152.0,141.0,2017_2
VEL005,59163.0,166.0,2017_2
VEL006,59256.0,34.0,2017_2
VEL007,59286.0,114.0,2017_2
VEL008,59303.0,34.0,2017_2
VEL012,59350.0,722.0,2017_2
VEL014,59350.0,610.0,2017_2
VEL015,59350.0,194.0,2017_2
VEL016,59355.0,151.0,2017_2
VEL017,59508.0,36.0,2017_2
VEL018,59512.0,50.0,2017_2
VEL019,59512.0,56.0,2017_2
VEL021,59560.0,64.0,2017_2
VEL022,59599.0,82.0,2017_2
VEL023,59599.0,69.0,2017_2
VEL024,59009.0,21.0,2017_2
VEL027,59636.0,23.0,2017_2
VEL028,59350.0,264.0,2017_2
VEL039,59410.0,167.0,2017_2
VEL001,59017.0,55.0,2017_3
VEL002,59090.0,28.0,2017_3
VEL003,59128.0,37.0,2017_3
VEL004,59152.0,144.0,2017_3
VEL005,59163.0,151.0,2017_3
VEL006,59256.0,26.0,2017_3
VEL007,59286.0,116.0,2017_3
VEL008,59303.0,34.0,2017_3
VEL012,59350.0,896.0,2017_3
VEL014,59350.0,560.0,2017_3
VEL015,59350.0,195.0,2017_3
VEL016,59355.0,149.0,2017_3
VEL017,59508.0,37.0,2017_3
VEL018,59512.0,47.0,2017_3
VEL019,59512.0,50.0,2017_3
VEL021,59560.0,68.0,2017_3
VEL022,59599.0,79.0,2017_3
VEL023,59599.0,72.0,2017_3
VEL024,59009.0,17.0,2017_3
VEL027,59636.0,15.0,2017_3
VEL028,59350.0,237.0,2017_3
VEL039,59410.0,166.0,2017_3
VEL001,59017.0,57.0,2017_4
VEL002,59090.0,39.0,2017_4
VEL003,59128.0,25.0,2017_4
VEL004,59152.0,154.0,2017_4
VEL005,59163.0,145.0,2017_4
VEL006,59256.0,24.0,2017_4
VEL007,59286.0,119.0,2017_4
VEL008,59303.0,24.0,2017_4
VEL012,59350.0,971.0,2017_4
VEL014,59350.0,599.0,2017_4
VEL015,59350.0,194.0,2017_4
VEL016,59355.0,162.0,2017_4
VEL017,59508.0,33.0,2017_4
VEL018,59512.0,51.0,2017_4
VEL019,59512.0,53.0,2017_4
VEL021,59560.0,70.0,2017_4
VEL022,59599.0,82.0,2017_4
VEL023,59599.0,88.0,2017_4
VEL024,59009.0,19.0,2017_4
VEL027,59636.0,21.0,2017_4
VEL028,59350.0,244.0,2017_4
VEL039,59410.0,180.0,2017_4
VEL001,59017.0,58.0,2017_5
VEL002,59090.0,45.0,2017_5
VEL003,59128.0,62.0,2017_5
VEL004,59152.0,153.0,2017_5
VEL005,59163.0,171.0,2017_5
VEL006,59256.0,42.0,2017_5
VEL007,59286.0,132.0,2017_5
VEL008,59303.0,25.0,2017_5
VEL012,59350.0,1143.0,2017_5
VEL014,59350.0,643.0,2017_5
VEL015,59350.0,213.0,2017_5
VEL016,59355.0,181.0,2017_5
VEL017,59508.0,53.0,2017_5
VEL018,59512.0,63.0,2017_5
VEL019,59512.0,56.0,2017_5
VEL021,59560.0,79.0,2017_5
VEL022,59599.0,67.0,2017_5
VEL023,59599.0,84.0,2017_5
VEL024,59009.0,25.0,2017_5
VEL027,59636.0,29.0,2017_5
VEL028,59350.0,250.0,2017_5
VEL039,59410.0,203.0,2017_5
VEL001,59017.0,62.0,2017_6
VEL002,59090.0,48.0,2017_6
VEL003,59128.0,19.0,2017_6
VEL004,59152.0,157.0,2017_6
VEL005,59163.0,171.0,2017_6
VEL006,59256.0,40.0,2017_6
VEL007,59286.0,137.0,2017_6
VEL008,59303.0,26.0,2017_6
VEL012,59350.0,1128.0,2017_6
VEL014,59350.0,648.0,2017_6
VEL015,59350.0,214.0,2017_6
VEL016,59355.0,164.0,2017_6
VEL017,59508.0,48.0,2017_6
VEL018,59512.0,52.0,2017_6
VEL019,59512.0,58.0,2017_6
VEL021,59560.0,62.0,2017_6
VEL022,59599.0,87.0,2017_6
VEL023,59599.0,68.0,2017_6
VEL024,59009.0,21.0,2017_6
VEL027,59636.0,18.0,2017_6
VEL028,59350.0,246.0,2017_6
VEL039,59410.0,183.0,2017_6
VEL003,59128.0,46.0,2017_7
VEL008,59303.0,10.0,2017_7
VEL022,59599.0,46.0,2017_7
VEL028,59350.0,350.0,2017_7
VEL003,59128.0,19.0,2017_8
VEL008,59303.0,24.0,2017_8
VEL022,59599.0,51.0,2017_8
VEL028,59350.0,350.0,2017_8
VEL001,59017.0,53.0,2017_9
VEL002,59090.0,40.0,2017_9
VEL003,59128.0,68.0,2017_9
VEL004,59152.0,130.0,2017_9
VEL005,59163.0,175.0,2017_9
VEL006,59256.0,39.0,2017_9
VEL007,59286.0,130.0,2017_9
VEL008,59303.0,34.0,2017_9
VEL012,59350.0,1202.0,2017_9
VEL014,59350.0,593.0,2017_9
VEL015,59350.0,202.0,2017_9
VEL016,59355.0,173.0,2017_9
VEL017,59508.0,54.0,2017_9
VEL018,59512.0,54.0,2017_9
VEL019,59512.0,55.0,2017_9
VEL021,59560.0,66.0,2017_9
VEL022,59599.0,84.0,2017_9
VEL023,59599.0,80.0,2017_9
VEL024,59009.0,21.0,2017_9
VEL027,59636.0,20.0,2017_9
VEL028,59350.0,274.0,2017_9
VEL039,59410.0,165.0,2017_9
VEL001,59017.0,70.0,2017_10
VEL002,59090.0,70.0,2017_10
VEL003,59128.0,76.0,2017_10
VEL004,59152.0,145.0,2017_10
VEL005,59163.0,203.0,2017_10
VEL006,59256.0,67.0,2017_10
VEL007,59286.0,147.0,2017_10
VEL008,59303.0,26.0,2017_10
VEL012,59350.0,1299.0,2017_10
VEL014,59350.0,725.0,2017_10
VEL015,59350.0,248.0,2017_10
VEL016,59355.0,193.0,2017_10
VEL017,59508.0,58.0,2017_10
VEL018,59512.0,65.0,2017_10
VEL019,59512.0,76.0,2017_10
VEL021,59560.0,92.0,2017_10
VEL022,59599.0,92.0,2017_10
VEL023,59599.0,77.0,2017_10
VEL024,59009.0,23.0,2017_10
VEL027,59636.0,23.0,2017_10
VEL028,59350.0,344.0,2017_10
VEL039,59410.0,201.0,2017_10
VEL001,59017.0,89.0,2017_11
VEL002,59090.0,117.0,2017_11
VEL003,59128.0,87.0,2017_11
VEL004,59152.0,199.0,2017_11
VEL005,59163.0,297.0,2017_11
VEL006,59256.0,87.0,2017_11
VEL007,59286.0,196.0,2017_11
VEL008,59303.0,25.0,2017_11
VEL012,59350.0,1560.0,2017_11
VEL014,59350.0,991.0,2017_11
VEL015,59350.0,291.0,2017_11
VEL016,59355.0,269.0,2017_11
VEL017,59508.0,96.0,2017_11
VEL018,59512.0,89.0,2017_11
VEL019,59512.0,113.0,2017_11
VEL021,59560.0,128.0,2017_11
VEL022,59599.0,128.0,2017_11
VEL023,59599.0,119.0,2017_11
VEL024,59009.0,42.0,2017_11
VEL027,59636.0,41.0,2017_11
VEL028,59350.0,458.0,2017_11
VEL039,59410.0,253.0,2017_11
VEL001,59017.0,84.0,2017_12
VEL002,59090.0,89.0,2017_12
VEL003,59128.0,78.0,2017_12
VEL004,59152.0,165.0,2017_12
VEL005,59163.0,269.0,2017_12
VEL006,59256.0,71.0,2017_12
VEL007,59286.0,188.0,2017_12
VEL008,59303.0,34.0,2017_12
VEL012,59350.0,1475.0,2017_12
VEL014,59350.0,908.0,2017_12
VEL015,59350.0,280.0,2017_12
VEL016,59355.0,254.0,2017_12
VEL017,59508.0,74.0,2017_12
VEL018,59512.0,81.0,2017_12
VEL019,59512.0,90.0,2017_12
VEL021,59560.0,106.0,2017_12
VEL022,59599.0,122.0,2017_12
VEL023,59599.0,94.0,2017_12
VEL024,59009.0,33.0,2017_12
VEL027,59636.0,42.0,2017_12
VEL028,59350.0,350.0,2017_12
VEL039,59410.0,267.0,2017_12
VEL001,59017.0,103.0,2017_13
VEL002,59090.0,134.0,2017_13
VEL003,59128.0,85.0,2017_13
VEL004,59152.0,187.0,2017_13
VEL005,59163.0,366.0,2017_13
VEL006,59256.0,92.0,2017_13
VEL007,59286.0,220.0,2017_13
VEL008,59303.0,25.0,2017_13
VEL012,59350.0,1694.0,2017_13
VEL014,59350.0,1151.0,2017_13
VEL015,59350.0,324.0,2017_13
VEL016,59355.0,302.0,2017_13
VEL017,59508.0,113.0,2017_13
VEL018,59512.0,86.0,2017_13
VEL019,59512.0,114.0,2017_13
VEL021,59560.0,138.0,2017_13
VEL022,59599.0,163.0,2017_13
VEL023,59599.0,112.0,2017_13
VEL024,59009.0,39.0,2017_13
VEL027,59636.0,53.0,2017_13
VEL028,59350.0,537.0,2017_13
VEL039,59410.0,328.0,2017_13
VEL001,59017.0,112.0,2017_14
VEL002,59090.0,136.0,2017_14
VEL003,59128.0,84.0,2017_14
VEL004,59152.0,176.0,2017_14
VEL005,59163.0,340.0,2017_14
VEL006,59256.0,94.0,2017_14
VEL007,59286.0,200.0,2017_14
VEL008,59303.0,23.0,2017_14
VEL012,59350.0,1802.0,2017_14
VEL014,59350.0,1128.0,2017_14
VEL015,59350.0,332.0,2017_14
VEL016,59355.0,297.0,2017_14
VEL017,59508.0,106.0,2017_14
VEL018,59512.0,92.0,2017_14
VEL019,59512.0,105.0,2017_14
VEL021,59560.0,137.0,2017_14
VEL022,59599.0,101.0,2017_14
VEL023,59599.0,117.0,2017_14
VEL024,59009.0,32.0,2017_14
VEL027,59636.0,49.0,2017_14
VEL028,59350.0,508.0,2017_14
VEL039,59410.0,309.0,2017_14
VEL003,59128.0,82.0,2017_15
VEL003,59128.0,75.0,2017_16
VEL001,59017.0,103.0,2017_17
VEL002,59090.0,90.0,2017_17
VEL003,59128.0,79.0,2017_17
VEL004,59152.0,156.0,2017_17
VEL005,59163.0,277.0,2017_17
VEL006,59256.0,61.0,2017_17
VEL007,59286.0,168.0,2017_17
VEL008,59303.0,16.0,2017_17
VEL012,59350.0,1367.0,2017_17
VEL014,59350.0,919.0,2017_17
VEL015,59350.0,477.0,2017_17
VEL016,59355.0,266.0,2017_17
VEL017,59508.0,88.0,2017_17
VEL018,59512.0,87.0,2017_17
VEL019,59512.0,96.0,2017_17
VEL021,59560.0,109.0,2017_17
VEL022,59599.0,71.0,2017_17
VEL023,59599.0,104.0,2017_17
VEL024,59009.0,42.0,2017_17
VEL027,59636.0,33.0,2017_17
VEL028,59350.0,350.0,2017_17
VEL039,59410.0,296.0,2017_17
VEL001,59017.0,86.0,2017_18
VEL002,59090.0,89.0,2017_18
VEL003,59128.0,78.0,2017_18
VEL004,59152.0,170.0,2017_18
VEL005,59163.0,249.0,2017_18
VEL006,59256.0,63.0,2017_18
VEL007,59286.0,174.0,2017_18
VEL008,59303.0,17.0,2017_18
VEL012,59350.0,1204.0,2017_18
VEL014,59350.0,786.0,2017_18
VEL015,59350.0,429.0,2017_18
VEL016,59355.0,237.0,2017_18
VEL017,59508.0,87.0,2017_18
VEL018,59512.0,70.0,2017_18
VEL019,59512.0,87.0,2017_18
VEL021,59560.0,104.0,2017_18
VEL022,59599.0,67.0,2017_18
VEL023,59599.0,102.0,2017_18
VEL024,59009.0,40.0,2017_18
VEL027,59636.0,30.0,2017_18
VEL028,59350.0,298.0,2017_18
VEL039,59410.0,287.0,2017_18
VEL001,59017.0,111.0,2017_19
VEL002,59090.0,157.0,2017_19
VEL003,59128.0,86.0,2017_19
VEL004,59152.0,207.0,2017_19
VEL005,59163.0,394.0,2017_19
VEL006,59256.0,98.0,2017_19
VEL007,59286.0,218.0,2017_19
VEL008,59303.0,21.0,2017_19
VEL012,59350.0,1647.0,2017_19
VEL014,59350.0,1151.0,2017_19
VEL015,59350.0,539.0,2017_19
VEL016,59355.0,303.0,2017_19
VEL017,59508.0,122.0,2017_19
VEL018,59512.0,85.0,2017_19
VEL019,59512.0,121.0,2017_19
VEL021,59560.0,160.0,2017_19
VEL022,59599.0,95.0,2017_19
VEL023,59599.0,127.0,2017_19
VEL024,59009.0,51.0,2017_19
VEL027,59636.0,59.0,2017_19
VEL028,59350.0,396.0,2017_19
VEL039,59410.0,356.0,2017_19
VEL001,59017.0,109.0,2017_20
VEL002,59090.0,146.0,2017_20
VEL003,59128.0,83.0,2017_20
VEL004,59152.0,192.0,2017_20
VEL005,59163.0,404.0,2017_20
VEL006,59256.0,107.0,2017_20
VEL007,59286.0,224.0,2017_20
VEL008,59303.0,22.0,2017_20
VEL012,59350.0,1628.0,2017_20
VEL014,59350.0,1176.0,2017_20
VEL015,59350.0,564.0,2017_20
VEL016,59355.0,309.0,2017_20
VEL017,59508.0,111.0,2017_20
VEL018,59512.0,93.0,2017_20
VEL019,59512.0,124.0,2017_20
VEL021,59560.0,156.0,2017_20
VEL022,59599.0,107.0,2017_20
VEL023,59599.0,131.0,2017_20
VEL024,59009.0,50.0,2017_20
VEL027,59636.0,53.0,2017_20
VEL028,59350.0,443.0,2017_20
VEL039,59410.0,367.0,2017_20
VEL001,59017.0,119.0,2017_21
VEL002,59090.0,207.0,2017_21
VEL003,59128.0,93.0,2017_21
VEL004,59152.0,235.0,2017_21
VEL005,59163.0,484.0,2017_21
VEL006,59256.0,122.0,2017_21
VEL007,59286.0,250.0,2017_21
VEL008,59303.0,34.0,2017_21
VEL012,59350.0,1815.0,2017_21
VEL014,59350.0,1316.0,2017_21
VEL015,59350.0,573.0,2017_21
VEL016,59355.0,380.0,2017_21
VEL017,59508.0,146.0,2017_21
VEL018,59512.0,110.0,2017_21
VEL019,59512.0,150.0,2017_21
VEL021,59560.0,197.0,2017_21
VEL022,59599.0,121.0,2017_21
VEL023,59599.0,147.0,2017_21
VEL024,59009.0,57.0,2017_21
VEL027,59636.0,73.0,2017_21
VEL028,59350.0,457.0,2017_21
VEL039,59410.0,377.0,2017_21
VEL001,59017.0,123.0,2017_22
VEL002,59090.0,185.0,2017_22
VEL003,59128.0,93.0,2017_22
VEL004,59152.0,219.0,2017_22
VEL005,59163.0,452.0,2017_22
VEL006,59256.0,120.0,2017_22
VEL007,59286.0,255.0,2017_22
VEL008,59303.0,40.0,2017_22
VEL012,59350.0,1707.0,2017_22
VEL014,59350.0,1334.0,2017_22
VEL015,59350.0,647.0,2017_22
VEL016,59355.0,393.0,2017_22
VEL017,59508.0,142.0,2017_22
VEL018,59512.0,121.0,2017_22
VEL019,59512.0,151.0,2017_22
VEL021,59560.0,205.0,2017_22
VEL022,59599.0,133.0,2017_22
VEL023,59599.0,151.0,2017_22
VEL024,59009.0,57.0,2017_22
VEL027,59636.0,67.0,2017_22
VEL028,59350.0,512.0,2017_22
VEL039,59410.0,421.0,2017_22
VEL001,59017.0,133.0,2017_23
VEL002,59090.0,140.0,2017_23
VEL003,59128.0,80.0,2017_23
VEL004,59152.0,199.0,2017_23
VEL005,59163.0,368.0,2017_23
VEL006,59256.0,87.0,2017_23
VEL007,59286.0,209.0,2017_23
VEL008,59303.0,24.0,2017_23
VEL012,59350.0,1704.0,2017_23
VEL014,59350.0,1155.0,2017_23
VEL015,59350.0,631.0,2017_23
VEL016,59355.0,325.0,2017_23
VEL017,59508.0,101.0,2017_23
VEL018,59512.0,111.0,2017_23
VEL019,59512.0,119.0,2017_23
VEL021,59560.0,155.0,2017_23
VEL022,59599.0,87.0,2017_23
VEL023,59599.0,120.0,2017_23
VEL024,59009.0,53.0,2017_23
VEL027,59636.0,48.0,2017_23
VEL028,59350.0,514.0,2017_23
VEL039,59410.0,364.0,2017_23
VEL001,59017.0,130.0,2017_24
VEL002,59090.0,184.0,2017_24
VEL003,59128.0,95.0,2017_24
VEL004,59152.0,252.0,2017_24
VEL005,59163.0,472.0,2017_24
VEL006,59256.0,115.0,2017_24
VEL007,59286.0,262.0,2017_24
VEL008,59303.0,81.0,2017_24
VEL012,59350.0,1813.0,2017_24
VEL014,59350.0,1370.0,2017_24
VEL015,59350.0,672.0,2017_24
VEL016,59355.0,391.0,2017_24
VEL017,59508.0,155.0,2017_24
VEL018,59512.0,113.0,2017_24
VEL019,59512.0,159.0,2017_24
VEL021,59560.0,218.0,2017_24
VEL022,59599.0,132.0,2017_24
VEL023,59599.0,171.0,2017_24
VEL024,59009.0,57.0,2017_24
VEL027,59636.0,65.0,2017_24
VEL028,59350.0,538.0,2017_24
VEL039,59410.0,437.0,2017_24
VEL001,59017.0,134.0,2017_25
VEL002,59090.0,180.0,2017_25
VEL003,59128.0,91.0,2017_25
VEL004,59152.0,234.0,2017_25
VEL005,59163.0,488.0,2017_25
VEL006,59256.0,106.0,2017_25
VEL007,59286.0,267.0,2017_25
VEL008,59303.0,56.0,2017_25
VEL012,59350.0,1972.0,2017_25
VEL014,59350.0,1393.0,2017_25
VEL015,59350.0,648.0,2017_25
VEL016,59355.0,413.0,2017_25
VEL017,59508.0,145.0,2017_25
VEL018,59512.0,112.0,2017_25
VEL019,59512.0,154.0,2017_25
VEL021,59560.0,203.0,2017_25
VEL022,59599.0,125.0,2017_25
VEL023,59599.0,160.0,2017_25
VEL024,59009.0,48.0,2017_25
VEL027,59636.0,63.0,2017_25
VEL028,59350.0,520.0,2017_25
VEL039,59410.0,397.0,2017_25
VEL001,59017.0,118.0,2017_26
VEL002,59090.0,194.0,2017_26
VEL003,59128.0,86.0,2017_26
VEL004,59152.0,235.0,2017_26
VEL005,59163.0,409.0,2017_26
VEL006,59256.0,83.0,2017_26
VEL007,59286.0,223.0,2017_26
VEL008,59303.0,35.0,2017_26
VEL012,59350.0,1643.0,2017_26
VEL014,59350.0,1126.0,2017_26
VEL015,59350.0,582.0,2017_26
VEL016,59355.0,344.0,2017_26
VEL017,59508.0,122.0,2017_26
VEL018,59512.0,100.0,2017_26
VEL019,59512.0,145.0,2017_26
VEL021,59560.0,177.0,2017_26
VEL022,59599.0,102.0,2017_26
VEL023,59599.0,156.0,2017_26
VEL024,59009.0,35.0,2017_26
VEL027,59636.0,48.0,2017_26
VEL028,59350.0,479.0,2017_26
VEL039,59410.0,363.0,2017_26
VEL001,59017.0,142.0,2017_27
VEL002,59090.0,230.0,2017_27
VEL003,59128.0,99.0,2017_27
VEL004,59152.0,259.0,2017_27
VEL005,59163.0,504.0,2017_27
VEL006,59256.0,145.0,2017_27
VEL007,59286.0,255.0,2017_27
VEL008,59303.0,49.0,2017_27
VEL012,59350.0,1840.0,2017_27
VEL014,59350.0,1362.0,2017_27
VEL015,59350.0,626.0,2017_27
VEL016,59355.0,401.0,2017_27
VEL017,59508.0,153.0,2017_27
VEL018,59512.0,121.0,2017_27
VEL019,59512.0,162.0,2017_27
VEL021,59560.0,224.0,2017_27
VEL022,59599.0,131.0,2017_27
VEL023,59599.0,165.0,2017_27
VEL024,59009.0,46.0,2017_27
VEL027,59636.0,76.0,2017_27
VEL028,59350.0,514.0,2017_27
VEL039,59410.0,391.0,2017_27
VEL001,59017.0,93.0,2017_28
VEL002,59090.0,115.0,2017_28
VEL003,59128.0,84.0,2017_28
VEL004,59152.0,185.0,2017_28
VEL005,59163.0,291.0,2017_28
VEL006,59256.0,78.0,2017_28
VEL007,59286.0,162.0,2017_28
VEL008,59303.0,23.0,2017_28
VEL012,59350.0,1241.0,2017_28
VEL014,59350.0,844.0,2017_28
VEL015,59350.0,379.0,2017_28
VEL016,59355.0,258.0,2017_28
VEL017,59508.0,115.0,2017_28
VEL018,59512.0,81.0,2017_28
VEL019,59512.0,110.0,2017_28
VEL021,59560.0,130.0,2017_28
VEL022,59599.0,89.0,2017_28
VEL023,59599.0,119.0,2017_28
VEL024,59009.0,32.0,2017_28
VEL027,59636.0,52.0,2017_28
VEL028,59350.0,337.0,2017_28
VEL039,59410.0,269.0,2017_28
VEL001,59017.0,112.0,2017_29
VEL002,59090.0,142.0,2017_29
VEL003,59128.0,87.0,2017_29
VEL004,59152.0,220.0,2017_29
VEL005,59163.0,374.0,2017_29
VEL006,59256.0,91.0,2017_29
VEL007,59286.0,198.0,2017_29
VEL008,59303.0,29.0,2017_29
VEL012,59350.0,1432.0,2017_29
VEL014,59350.0,994.0,2017_29
VEL015,59350.0,428.0,2017_29
VEL016,59355.0,317.0,2017_29
VEL017,59508.0,144.0,2017_29
VEL018,59512.0,117.0,2017_29
VEL019,59512.0,142.0,2017_29
VEL021,59560.0,176.0,2017_29
VEL022,59599.0,102.0,2017_29
VEL023,59599.0,142.0,2017_29
VEL024,59009.0,31.0,2017_29
VEL027,59636.0,55.0,2017_29
VEL028,59350.0,375.0,2017_29
VEL039,59410.0,344.0,2017_29
VEL001,59017.0,102.0,2017_30
VEL002,59090.0,100.0,2017_30
VEL003,59128.0,89.0,2017_30
VEL004,59152.0,185.0,2017_30
VEL005,59163.0,329.0,2017_30
VEL006,59256.0,87.0,2017_30
VEL007,59286.0,185.0,2017_30
VEL008,59303.0,27.0,2017_30
VEL012,59350.0,1342.0,2017_30
VEL014,59350.0,896.0,2017_30
VEL015,59350.0,424.0,2017_30
VEL016,59355.0,309.0,2017_30
VEL017,59508.0,132.0,2017_30
VEL018,59512.0,93.0,2017_30
VEL019,59512.0,120.0,2017_30
VEL021,59560.0,139.0,2017_30
VEL022,59599.0,87.0,2017_30
VEL023,59599.0,139.0,2017_30
VEL024,59009.0,32.0,2017_30
VEL027,59636.0,54.0,2017_30
VEL028,59350.0,342.0,2017_30
VEL039,59410.0,298.0,2017_30
VEL001,59017.0,91.0,2017_31
VEL002,59090.0,96.0,2017_31
VEL003,59128.0,85.0,2017_31
VEL004,59152.0,194.0,2017_31
VEL005,59163.0,295.0,2017_31
VEL006,59256.0,85.0,2017_31
VEL007,59286.0,163.0,2017_31
VEL008,59303.0,42.0,2017_31
VEL012,59350.0,1185.0,2017_31
VEL014,59350.0,757.0,2017_31
VEL015,59350.0,329.0,2017_31
VEL016,59355.0,273.0,2017_31
VEL017,59508.0,121.0,2017_31
VEL018,59512.0,94.0,2017_31
VEL019,59512.0,113.0,2017_31
VEL021,59560.0,147.0,2017_31
VEL022,59599.0,73.0,2017_31
VEL023,59599.0,142.0,2017_31
VEL024,59009.0,31.0,2017_31
VEL027,59636.0,54.0,2017_31
VEL028,59350.0,284.0,2017_31
VEL039,59410.0,253.0,2017_31
VEL001,59017.0,78.0,2017_32
VEL002,59090.0,62.0,2017_32
VEL003,59128.0,75.0,2017_32
VEL004,59152.0,163.0,2017_32
VEL005,59163.0,227.0,2017_32
VEL006,59256.0,62.0,2017_32
VEL007,59286.0,142.0,2017_32
VEL008,59303.0,29.0,2017_32
VEL012,59350.0,986.0,2017_32
VEL014,59350.0,588.0,2017_32
VEL015,59350.0,256.0,2017_32
VEL016,59355.0,208.0,2017_32
VEL017,59508.0,107.0,2017_32
VEL018,59512.0,81.0,2017_32
VEL019,59512.0,84.0,2017_32
VEL021,59560.0,123.0,2017_32
VEL022,59599.0,53.0,2017_32
VEL023,59599.0,112.0,2017_32
VEL024,59009.0,17.0,2017_32
VEL027,59636.0,35.0,2017_32
VEL028,59350.0,232.0,2017_32
VEL039,59410.0,193.0,2017_32
VEL001,59017.0,90.0,2017_33
VEL002,59090.0,98.0,2017_33
VEL003,59128.0,85.0,2017_33
VEL004,59152.0,166.0,2017_33
VEL005,59163.0,261.0,2017_33
VEL006,59256.0,79.0,2017_33
VEL007,59286.0,141.0,2017_33
VEL008,59303.0,31.0,2017_33
VEL012,59350.0,945.0,2017_33
VEL014,59350.0,641.0,2017_33
VEL015,59350.0,237.0,2017_33
VEL016,59355.0,228.0,2017_33
VEL017,59508.0,114.0,2017_33
VEL018,59512.0,83.0,2017_33
VEL019,59512.0,82.0,2017_33
VEL021,59560.0,154.0,2017_33
VEL022,59599.0,60.0,2017_33
VEL023,59599.0,111.0,2017_33
VEL024,59009.0,25.0,2017_33
VEL027,59636.0,57.0,2017_33
VEL028,59350.0,221.0,2017_33
VEL039,59410.0,186.0,2017_33
VEL001,59017.0,87.0,2017_34
VEL002,59090.0,194.0,2017_34
VEL003,59128.0,88.0,2017_34
VEL004,59152.0,225.0,2017_34
VEL005,59163.0,388.0,2017_34
VEL006,59256.0,107.0,2017_34
VEL007,59286.0,213.0,2017_34
VEL008,59303.0,36.0,2017_34
VEL012,59350.0,1383.0,2017_34
VEL014,59350.0,1036.0,2017_34
VEL015,59350.0,392.0,2017_34
VEL016,59355.0,315.0,2017_34
VEL017,59508.0,162.0,2017_34
VEL018,59512.0,93.0,2017_34
VEL019,59512.0,138.0,2017_34
VEL021,59560.0,192.0,2017_34
VEL022,59599.0,86.0,2017_34
VEL023,59599.0,136.0,2017_34
VEL024,59009.0,38.0,2017_34
VEL027,59636.0,59.0,2017_34
VEL028,59350.0,332.0,2017_34
VEL039,59410.0,293.0,2017_34
VEL001,59017.0,113.0,2017_35
VEL002,59090.0,208.0,2017_35
VEL003,59128.0,91.0,2017_35
VEL004,59152.0,202.0,2017_35
VEL005,59163.0,403.0,2017_35
VEL006,59256.0,92.0,2017_35
VEL007,59286.0,217.0,2017_35
VEL008,59303.0,28.0,2017_35
VEL012,59350.0,1529.0,2017_35
VEL014,59350.0,1130.0,2017_35
VEL015,59350.0,402.0,2017_35
VEL016,59355.0,321.0,2017_35
VEL017,59508.0,134.0,2017_35
VEL018,59512.0,88.0,2017_35
VEL019,59512.0,126.0,2017_35
VEL021,59560.0,161.0,2017_35
VEL022,59599.0,87.0,2017_35
VEL023,59599.0,76.0,2017_35
VEL024,59009.0,30.0,2017_35
VEL027,59636.0,56.0,2017_35
VEL028,59350.0,338.0,2017_35
VEL039,59410.0,355.0,2017_35
VEL001,59017.0,102.0,2017_36
VEL002,59090.0,102.0,2017_36
VEL003,59128.0,65.0,2017_36
VEL004,59152.0,178.0,2017_36
VEL005,59163.0,341.0,2017_36
VEL006,59256.0,49.0,2017_36
VEL007,59286.0,196.0,2017_36
VEL008,59303.0,20.0,2017_36
VEL012,59350.0,1576.0,2017_36
VEL014,59350.0,1760.0,2017_36
VEL015,59350.0,436.0,2017_36
VEL016,59355.0,286.0,2017_36
VEL017,59508.0,98.0,2017_36
VEL018,59512.0,91.0,2017_36
VEL019,59512.0,123.0,2017_36
